date;heure;NO2;O3
;;microg/m3;microg/m3
14/03/2012;24;52;0
15/03/2012;1;52;0
15/03/2012;2;51;0
15/03/2012;3;47;0
15/03/2012;4;46;0
15/03/2012;5;45;0
15/03/2012;6;46;n/d
15/03/2012;7;51;0
15/03/2012;8;49;2
15/03/2012;9;52;6
15/03/2012;10;55;9
15/03/2012;11;67;13
15/03/2012;12;65;20
15/03/2012;13;45;37
15/03/2012;14;47;36
15/03/2012;15;36;48
15/03/2012;16;40;45
15/03/2012;17;52;44
15/03/2012;18;85;17
15/03/2012;19;109;1
15/03/2012;20;101;0
15/03/2012;21;92;3
15/03/2012;22;97;2
15/03/2012;23;97;1
15/03/2012;24;100;0
16/03/2012;1;97;0
16/03/2012;2;92;0
16/03/2012;3;73;4
16/03/2012;4;66;0
16/03/2012;5;56;0
16/03/2012;6;76;n/d
16/03/2012;7;79;0
16/03/2012;8;90;0
16/03/2012;9;114;3
16/03/2012;10;129;6
16/03/2012;11;112;19
16/03/2012;12;66;52
16/03/2012;13;34;85
16/03/2012;14;32;92
16/03/2012;15;34;95
16/03/2012;16;37;97
16/03/2012;17;39;95
16/03/2012;18;60;72
16/03/2012;19;75;55
16/03/2012;20;100;26
16/03/2012;21;45;78
16/03/2012;22;36;60
16/03/2012;23;35;25
16/03/2012;24;28;34
17/03/2012;1;22;39
17/03/2012;2;18;45
17/03/2012;3;22;39
17/03/2012;4;23;40
17/03/2012;5;27;34
17/03/2012;6;28;32
17/03/2012;7;31;24
17/03/2012;8;27;33
17/03/2012;9;27;49
17/03/2012;10;33;49
17/03/2012;11;25;68
17/03/2012;12;27;64
17/03/2012;13;27;66
17/03/2012;14;32;66
17/03/2012;15;29;71
17/03/2012;16;33;65
17/03/2012;17;40;54
17/03/2012;18;47;46
17/03/2012;19;52;38
17/03/2012;20;63;23
17/03/2012;21;49;35
17/03/2012;22;33;48
17/03/2012;23;16;70
17/03/2012;24;28;56
18/03/2012;1;31;54
18/03/2012;2;22;60
18/03/2012;3;15;64
18/03/2012;4;13;65
18/03/2012;5;15;63
18/03/2012;6;15;64
18/03/2012;7;19;58
18/03/2012;8;21;54
18/03/2012;9;19;59
18/03/2012;10;16;64
18/03/2012;11;17;66
18/03/2012;12;20;67
18/03/2012;13;22;64
18/03/2012;14;29;58
18/03/2012;15;29;58
18/03/2012;16;32;56
18/03/2012;17;44;46
18/03/2012;18;65;26
18/03/2012;19;64;28
18/03/2012;20;49;40
18/03/2012;21;41;41
18/03/2012;22;40;39
18/03/2012;23;26;53
18/03/2012;24;18;59
19/03/2012;1;21;50
19/03/2012;2;20;44
19/03/2012;3;17;44
19/03/2012;4;15;52
19/03/2012;5;14;54
19/03/2012;6;22;46
19/03/2012;7;41;29
19/03/2012;8;46;26
19/03/2012;9;45;33
19/03/2012;10;35;47
19/03/2012;11;31;53
19/03/2012;12;29;56
19/03/2012;13;24;63
19/03/2012;14;n/d;n/d
19/03/2012;15;n/d;n/d
19/03/2012;16;19;72
19/03/2012;17;23;68
19/03/2012;18;31;61
19/03/2012;19;37;54
19/03/2012;20;55;38
19/03/2012;21;65;23
19/03/2012;22;83;9
19/03/2012;23;81;12
19/03/2012;24;53;33
20/03/2012;1;37;41
20/03/2012;2;34;41
20/03/2012;3;45;29
20/03/2012;4;58;13
20/03/2012;5;59;16
20/03/2012;6;68;5
20/03/2012;7;80;3
20/03/2012;8;89;6
20/03/2012;9;82;17
20/03/2012;10;66;35
20/03/2012;11;77;31
20/03/2012;12;41;60
20/03/2012;13;30;69
20/03/2012;14;36;61
20/03/2012;15;37;69
20/03/2012;16;27;74
20/03/2012;17;33;66
20/03/2012;18;32;66
20/03/2012;19;49;46
20/03/2012;20;63;31
20/03/2012;21;68;24
20/03/2012;22;76;16
20/03/2012;23;72;19
20/03/2012;24;73;15
21/03/2012;1;62;21
21/03/2012;2;75;5
21/03/2012;3;65;10
21/03/2012;4;56;13
21/03/2012;5;58;8
21/03/2012;6;67;1
21/03/2012;7;75;3
21/03/2012;8;84;5
21/03/2012;9;n/d;14
21/03/2012;10;54;31
21/03/2012;11;34;55
21/03/2012;12;25;63
21/03/2012;13;22;72
21/03/2012;14;19;82
21/03/2012;15;n/d;87
21/03/2012;16;20;87
21/03/2012;17;30;76
21/03/2012;18;45;64
21/03/2012;19;69;41
21/03/2012;20;69;33
21/03/2012;21;60;37
21/03/2012;22;50;38
21/03/2012;23;55;33
21/03/2012;24;48;37
22/03/2012;1;39;42
22/03/2012;2;35;41
22/03/2012;3;35;36
22/03/2012;4;36;32
22/03/2012;5;47;21
22/03/2012;6;60;n/d
22/03/2012;7;70;5
22/03/2012;8;72;9
22/03/2012;9;75;13
22/03/2012;10;52;29
22/03/2012;11;43;38
22/03/2012;12;39;48
22/03/2012;13;37;55
22/03/2012;14;35;63
22/03/2012;15;29;72
22/03/2012;16;26;78
22/03/2012;17;30;80
22/03/2012;18;53;53
22/03/2012;19;78;23
22/03/2012;20;108;1
22/03/2012;21;109;0
22/03/2012;22;108;1
22/03/2012;23;136;2
22/03/2012;24;141;3
23/03/2012;1;134;3
23/03/2012;2;117;2
23/03/2012;3;109;2
23/03/2012;4;100;2
23/03/2012;5;97;2
23/03/2012;6;110;2
23/03/2012;7;135;3
23/03/2012;8;126;4
23/03/2012;9;116;8
23/03/2012;10;121;12
23/03/2012;11;91;27
23/03/2012;12;87;34
23/03/2012;13;51;66
23/03/2012;14;28;90
23/03/2012;15;28;94
23/03/2012;16;28;95
23/03/2012;17;31;93
23/03/2012;18;48;75
23/03/2012;19;66;55
23/03/2012;20;83;36
23/03/2012;21;97;24
23/03/2012;22;95;27
23/03/2012;23;108;12
23/03/2012;24;125;2
24/03/2012;1;89;16
24/03/2012;2;73;22
24/03/2012;3;66;22
24/03/2012;4;54;26
24/03/2012;5;68;8
24/03/2012;6;63;9
24/03/2012;7;61;7
24/03/2012;8;56;13
24/03/2012;9;53;19
24/03/2012;10;52;28
24/03/2012;11;47;38
24/03/2012;12;50;42
24/03/2012;13;46;63
24/03/2012;14;25;85
24/03/2012;15;19;89
24/03/2012;16;19;89
24/03/2012;17;22;90
24/03/2012;18;30;87
24/03/2012;19;45;66
24/03/2012;20;57;51
24/03/2012;21;64;42
24/03/2012;22;73;30
24/03/2012;23;54;39
24/03/2012;24;57;28
25/03/2012;1;54;29
25/03/2012;2;45;28
25/03/2012;3;41;23
25/03/2012;4;42;17
25/03/2012;5;37;17
25/03/2012;6;37;13
25/03/2012;7;36;13
25/03/2012;8;33;18
25/03/2012;9;33;25
25/03/2012;10;38;31
25/03/2012;11;35;50
25/03/2012;12;21;82
25/03/2012;13;12;101
25/03/2012;14;10;106
25/03/2012;15;11;108
25/03/2012;16;13;106
25/03/2012;17;16;101
25/03/2012;18;22;88
25/03/2012;19;42;54
25/03/2012;20;46;38
25/03/2012;21;46;32
25/03/2012;22;36;41
25/03/2012;23;30;41
25/03/2012;24;33;38
26/03/2012;1;24;42
26/03/2012;2;30;31
26/03/2012;3;33;26
26/03/2012;4;40;17
26/03/2012;5;54;3
26/03/2012;6;63;0
26/03/2012;7;68;2
26/03/2012;8;70;7
26/03/2012;9;67;15
26/03/2012;10;37;44
26/03/2012;11;29;56
26/03/2012;12;21;71
26/03/2012;13;15;84
26/03/2012;14;16;85
26/03/2012;15;18;88
26/03/2012;16;18;89
26/03/2012;17;18;90
26/03/2012;18;26;84
26/03/2012;19;28;81
26/03/2012;20;41;50
26/03/2012;21;39;42
26/03/2012;22;38;42
26/03/2012;23;38;39
26/03/2012;24;37;39
27/03/2012;1;37;35
27/03/2012;2;32;37
27/03/2012;3;41;25
27/03/2012;4;51;15
27/03/2012;5;66;4
27/03/2012;6;76;0
27/03/2012;7;80;3
27/03/2012;8;72;10
27/03/2012;9;59;20
27/03/2012;10;47;32
27/03/2012;11;42;44
27/03/2012;12;20;76
27/03/2012;13;18;81
27/03/2012;14;17;85
27/03/2012;15;17;87
27/03/2012;16;19;86
27/03/2012;17;21;86
27/03/2012;18;21;89
27/03/2012;19;30;78
27/03/2012;20;60;48
27/03/2012;21;66;45
27/03/2012;22;37;70
27/03/2012;23;30;71
27/03/2012;24;28;70
28/03/2012;1;27;67
28/03/2012;2;27;64
28/03/2012;3;32;54
28/03/2012;4;46;34
28/03/2012;5;65;14
28/03/2012;6;80;2
28/03/2012;7;76;4
28/03/2012;8;72;9
28/03/2012;9;63;17
28/03/2012;10;61;24
28/03/2012;11;49;41
28/03/2012;12;40;56
28/03/2012;13;24;76
28/03/2012;14;22;85
28/03/2012;15;21;90
28/03/2012;16;23;87
28/03/2012;17;26;83
28/03/2012;18;27;87
28/03/2012;19;42;75
28/03/2012;20;48;66
28/03/2012;21;42;64
28/03/2012;22;45;53
28/03/2012;23;45;44
28/03/2012;24;41;42
29/03/2012;1;33;40
29/03/2012;2;30;39
29/03/2012;3;30;38
29/03/2012;4;32;35
29/03/2012;5;43;23
29/03/2012;6;69;n/d
29/03/2012;7;75;8
29/03/2012;8;75;14
29/03/2012;9;66;25
29/03/2012;10;65;33
29/03/2012;11;61;51
29/03/2012;12;40;82
29/03/2012;13;34;84
29/03/2012;14;29;92
29/03/2012;15;25;101
29/03/2012;16;28;98
29/03/2012;17;33;93
29/03/2012;18;45;65
29/03/2012;19;45;66
29/03/2012;20;39;70
29/03/2012;21;30;70
29/03/2012;22;28;63
29/03/2012;23;27;57
29/03/2012;24;25;54
30/03/2012;1;20;59
30/03/2012;2;21;56
30/03/2012;3;19;56
30/03/2012;4;24;53
30/03/2012;5;41;36
30/03/2012;6;69;12
30/03/2012;7;88;4
30/03/2012;8;79;15
30/03/2012;9;77;24
30/03/2012;10;66;38
30/03/2012;11;61;46
30/03/2012;12;42;64
30/03/2012;13;30;78
30/03/2012;14;31;83
30/03/2012;15;27;91
30/03/2012;16;28;93
30/03/2012;17;32;76
30/03/2012;18;35;65
30/03/2012;19;42;55
30/03/2012;20;45;47
30/03/2012;21;38;53
30/03/2012;22;33;52
30/03/2012;23;29;45
30/03/2012;24;31;39
31/03/2012;1;30;39
31/03/2012;2;32;33
31/03/2012;3;28;33
31/03/2012;4;30;24
31/03/2012;5;35;21
31/03/2012;6;41;18
31/03/2012;7;50;14
31/03/2012;8;57;11
31/03/2012;9;52;23
31/03/2012;10;57;22
31/03/2012;11;53;29
31/03/2012;12;48;30
31/03/2012;13;36;38
31/03/2012;14;26;48
31/03/2012;15;26;48
31/03/2012;16;26;45
31/03/2012;17;27;49
31/03/2012;18;26;48
31/03/2012;19;23;56
31/03/2012;20;22;56
31/03/2012;21;19;56
31/03/2012;22;17;62
31/03/2012;23;18;72
31/03/2012;24;24;66
01/04/2012;1;23;64
01/04/2012;2;26;56
01/04/2012;3;30;51
01/04/2012;4;25;53
01/04/2012;5;26;49
01/04/2012;6;40;33
01/04/2012;7;35;39
01/04/2012;8;32;42
01/04/2012;9;22;55
01/04/2012;10;16;68
01/04/2012;11;15;72
01/04/2012;12;14;74
01/04/2012;13;13;76
01/04/2012;14;13;77
01/04/2012;15;15;77
01/04/2012;16;16;81
01/04/2012;17;19;79
01/04/2012;18;23;75
01/04/2012;19;27;69
01/04/2012;20;35;57
01/04/2012;21;45;43
01/04/2012;22;39;51
01/04/2012;23;34;52
01/04/2012;24;28;50
02/04/2012;1;25;49
02/04/2012;2;24;48
02/04/2012;3;21;49
02/04/2012;4;24;42
02/04/2012;5;55;11
02/04/2012;6;69;2
02/04/2012;7;68;8
02/04/2012;8;62;18
02/04/2012;9;57;28
02/04/2012;10;52;37
02/04/2012;11;37;56
02/04/2012;12;26;71
02/04/2012;13;22;77
02/04/2012;14;21;81
02/04/2012;15;20;83
02/04/2012;16;25;81
02/04/2012;17;29;78
02/04/2012;18;31;73
02/04/2012;19;46;56
02/04/2012;20;47;51
02/04/2012;21;44;49
02/04/2012;22;50;39
02/04/2012;23;68;20
02/04/2012;24;60;30
03/04/2012;1;45;34
03/04/2012;2;53;23
03/04/2012;3;55;19
03/04/2012;4;55;15
03/04/2012;5;70;2
03/04/2012;6;74;1
03/04/2012;7;105;2
03/04/2012;8;127;5
03/04/2012;9;125;8
03/04/2012;10;119;n/d
03/04/2012;11;95;26
03/04/2012;12;88;36
03/04/2012;13;77;50
03/04/2012;14;35;78
03/04/2012;15;26;92
03/04/2012;16;30;84
03/04/2012;17;33;83
03/04/2012;18;40;67
03/04/2012;19;37;69
03/04/2012;20;40;62
03/04/2012;21;40;53
03/04/2012;22;43;55
03/04/2012;23;34;63
03/04/2012;24;29;69
04/04/2012;1;23;74
04/04/2012;2;22;71
04/04/2012;3;32;55
04/04/2012;4;35;51
04/04/2012;5;61;33
04/04/2012;6;67;29
04/04/2012;7;86;16
04/04/2012;8;83;26
04/04/2012;9;59;46
04/04/2012;10;47;59
04/04/2012;11;21;86
04/04/2012;12;24;81
04/04/2012;13;29;76
04/04/2012;14;42;63
04/04/2012;15;27;75
04/04/2012;16;41;59
04/04/2012;17;51;51
04/04/2012;18;59;42
04/04/2012;19;61;40
04/04/2012;20;53;46
04/04/2012;21;75;26
04/04/2012;22;70;26
04/04/2012;23;55;40
04/04/2012;24;54;32
05/04/2012;1;39;41
05/04/2012;2;36;39
05/04/2012;3;31;40
05/04/2012;4;39;22
05/04/2012;5;59;4
05/04/2012;6;63;n/d
05/04/2012;7;57;4
05/04/2012;8;50;9
05/04/2012;9;43;11
05/04/2012;10;47;8
05/04/2012;11;48;8
05/04/2012;12;47;9
05/04/2012;13;n/d;n/d
05/04/2012;14;38;19
05/04/2012;15;32;25
05/04/2012;16;32;25
05/04/2012;17;39;20
05/04/2012;18;43;14
05/04/2012;19;47;11
05/04/2012;20;45;13
05/04/2012;21;40;17
05/04/2012;22;38;18
05/04/2012;23;35;21
05/04/2012;24;31;23
06/04/2012;1;30;22
06/04/2012;2;29;21
06/04/2012;3;31;19
06/04/2012;4;34;15
06/04/2012;5;44;5
06/04/2012;6;52;1
06/04/2012;7;53;2
06/04/2012;8;55;2
06/04/2012;9;48;9
06/04/2012;10;40;17
06/04/2012;11;38;24
06/04/2012;12;34;36
06/04/2012;13;34;41
06/04/2012;14;34;51
06/04/2012;15;31;61
06/04/2012;16;30;68
06/04/2012;17;35;63
06/04/2012;18;40;58
06/04/2012;19;44;52
06/04/2012;20;38;55
06/04/2012;21;40;53
06/04/2012;22;37;50
06/04/2012;23;35;53
06/04/2012;24;34;55
07/04/2012;1;38;51
07/04/2012;2;33;55
07/04/2012;3;34;53
07/04/2012;4;35;46
07/04/2012;5;47;36
07/04/2012;6;67;19
07/04/2012;7;74;16
07/04/2012;8;69;24
07/04/2012;9;54;36
07/04/2012;10;42;48
07/04/2012;11;30;52
07/04/2012;12;28;53
07/04/2012;13;32;51
07/04/2012;14;33;50
07/04/2012;15;29;57
07/04/2012;16;30;54
07/04/2012;17;31;56
07/04/2012;18;30;59
07/04/2012;19;26;66
07/04/2012;20;30;64
07/04/2012;21;28;65
07/04/2012;22;21;73
07/04/2012;23;19;75
07/04/2012;24;19;72
08/04/2012;1;20;74
08/04/2012;2;17;79
08/04/2012;3;20;72
08/04/2012;4;30;61
08/04/2012;5;28;61
08/04/2012;6;45;42
08/04/2012;7;44;47
08/04/2012;8;33;66
08/04/2012;9;16;90
08/04/2012;10;16;92
08/04/2012;11;27;82
08/04/2012;12;28;82
08/04/2012;13;23;87
08/04/2012;14;22;86
08/04/2012;15;19;87
08/04/2012;16;19;84
08/04/2012;17;22;77
08/04/2012;18;32;64
08/04/2012;19;44;52
08/04/2012;20;33;58
08/04/2012;21;23;63
08/04/2012;22;23;59
08/04/2012;23;25;54
08/04/2012;24;24;49
09/04/2012;1;19;48
09/04/2012;2;16;46
09/04/2012;3;13;46
09/04/2012;4;15;45
09/04/2012;5;18;44
09/04/2012;6;22;39
09/04/2012;7;21;38
09/04/2012;8;20;38
09/04/2012;9;17;41
09/04/2012;10;15;50
09/04/2012;11;15;55
09/04/2012;12;16;58
09/04/2012;13;16;61
09/04/2012;14;18;52
09/04/2012;15;22;46
09/04/2012;16;27;41
09/04/2012;17;33;38
09/04/2012;18;34;41
09/04/2012;19;34;40
09/04/2012;20;28;47
09/04/2012;21;23;51
09/04/2012;22;23;49
09/04/2012;23;19;53
09/04/2012;24;14;64
10/04/2012;1;11;68
10/04/2012;2;12;67
10/04/2012;3;13;67
10/04/2012;4;17;61
10/04/2012;5;30;50
10/04/2012;6;43;41
10/04/2012;7;43;39
10/04/2012;8;45;37
10/04/2012;9;42;39
10/04/2012;10;39;40
10/04/2012;11;40;n/d
10/04/2012;12;n/d;n/d
10/04/2012;13;54;n/d
10/04/2012;14;49;58
10/04/2012;15;46;66
10/04/2012;16;44;47
10/04/2012;17;51;38
10/04/2012;18;55;37
10/04/2012;19;64;26
10/04/2012;20;67;24
10/04/2012;21;31;53
10/04/2012;22;35;49
10/04/2012;23;36;44
10/04/2012;24;26;47
11/04/2012;1;33;34
11/04/2012;2;28;33
11/04/2012;3;33;23
11/04/2012;4;50;6
11/04/2012;5;62;0
11/04/2012;6;69;1
11/04/2012;7;56;12
11/04/2012;8;36;32
11/04/2012;9;33;42
11/04/2012;10;24;57
11/04/2012;11;21;63
11/04/2012;12;22;62
11/04/2012;13;24;63
11/04/2012;14;22;66
11/04/2012;15;21;68
11/04/2012;16;27;63
11/04/2012;17;35;55
11/04/2012;18;43;46
11/04/2012;19;45;42
11/04/2012;20;44;44
11/04/2012;21;60;27
11/04/2012;22;49;35
11/04/2012;23;40;39
11/04/2012;24;21;55
12/04/2012;1;21;50
12/04/2012;2;20;40
12/04/2012;3;35;34
12/04/2012;4;37;31
12/04/2012;5;46;22
12/04/2012;6;75;n/d
12/04/2012;7;71;13
12/04/2012;8;57;33
12/04/2012;9;45;46
12/04/2012;10;34;57
12/04/2012;11;32;61
12/04/2012;12;28;67
12/04/2012;13;25;71
12/04/2012;14;24;75
12/04/2012;15;21;79
12/04/2012;16;27;70
12/04/2012;17;36;68
12/04/2012;18;39;61
12/04/2012;19;39;58
12/04/2012;20;45;46
12/04/2012;21;45;43
12/04/2012;22;60;26
12/04/2012;23;58;32
12/04/2012;24;29;59
13/04/2012;1;55;31
13/04/2012;2;82;6
13/04/2012;3;76;1
13/04/2012;4;74;0
13/04/2012;5;79;0
13/04/2012;6;103;0
13/04/2012;7;125;2
13/04/2012;8;108;7
13/04/2012;9;87;19
13/04/2012;10;63;40
13/04/2012;11;31;68
13/04/2012;12;36;63
13/04/2012;13;57;46
13/04/2012;14;47;59
13/04/2012;15;37;68
13/04/2012;16;41;65
13/04/2012;17;49;55
13/04/2012;18;46;59
13/04/2012;19;57;43
13/04/2012;20;80;22
13/04/2012;21;70;27
13/04/2012;22;42;54
13/04/2012;23;26;69
13/04/2012;24;29;64
14/04/2012;1;36;56
14/04/2012;2;25;68
14/04/2012;3;29;59
14/04/2012;4;27;56
14/04/2012;5;33;48
14/04/2012;6;45;35
14/04/2012;7;45;38
14/04/2012;8;37;45
14/04/2012;9;27;59
14/04/2012;10;21;73
14/04/2012;11;20;80
14/04/2012;12;19;82
14/04/2012;13;16;90
14/04/2012;14;17;89
14/04/2012;15;19;88
14/04/2012;16;30;79
14/04/2012;17;29;79
14/04/2012;18;28;78
14/04/2012;19;44;63
14/04/2012;20;41;64
14/04/2012;21;31;66
14/04/2012;22;23;69
14/04/2012;23;23;65
14/04/2012;24;23;61
15/04/2012;1;20;63
15/04/2012;2;17;61
15/04/2012;3;15;60
15/04/2012;4;15;61
15/04/2012;5;17;58
15/04/2012;6;21;53
15/04/2012;7;18;61
15/04/2012;8;14;69
15/04/2012;9;15;71
15/04/2012;10;14;78
15/04/2012;11;15;75
15/04/2012;12;14;77
15/04/2012;13;14;80
15/04/2012;14;15;81
15/04/2012;15;15;82
15/04/2012;16;16;82
15/04/2012;17;17;82
15/04/2012;18;18;79
15/04/2012;19;19;78
15/04/2012;20;21;75
15/04/2012;21;20;74
15/04/2012;22;17;75
15/04/2012;23;15;74
15/04/2012;24;14;73
16/04/2012;1;13;69
16/04/2012;2;13;67
16/04/2012;3;13;65
16/04/2012;4;16;62
16/04/2012;5;27;51
16/04/2012;6;43;36
16/04/2012;7;48;36
16/04/2012;8;35;51
16/04/2012;9;27;66
16/04/2012;10;24;71
16/04/2012;11;20;75
16/04/2012;12;20;80
16/04/2012;13;n/d;n/d
16/04/2012;14;n/d;n/d
16/04/2012;15;22;76
16/04/2012;16;22;76
16/04/2012;17;29;72
16/04/2012;18;25;76
16/04/2012;19;22;79
16/04/2012;20;25;72
16/04/2012;21;30;66
16/04/2012;22;29;64
16/04/2012;23;48;39
16/04/2012;24;90;5
17/04/2012;1;96;1
17/04/2012;2;98;0
17/04/2012;3;95;0
17/04/2012;4;92;1
17/04/2012;5;101;0
17/04/2012;6;83;5
17/04/2012;7;77;11
17/04/2012;8;76;12
17/04/2012;9;63;29
17/04/2012;10;38;56
17/04/2012;11;28;69
17/04/2012;12;33;61
17/04/2012;13;40;55
17/04/2012;14;44;50
17/04/2012;15;50;42
17/04/2012;16;55;33
17/04/2012;17;56;31
17/04/2012;18;59;25
17/04/2012;19;63;19
17/04/2012;20;64;14
17/04/2012;21;46;28
17/04/2012;22;39;32
17/04/2012;23;38;29
17/04/2012;24;33;34
18/04/2012;1;28;43
18/04/2012;2;22;54
18/04/2012;3;26;45
18/04/2012;4;36;33
18/04/2012;5;55;17
18/04/2012;6;53;18
18/04/2012;7;50;38
18/04/2012;8;45;45
18/04/2012;9;39;52
18/04/2012;10;33;59
18/04/2012;11;28;67
18/04/2012;12;24;70
18/04/2012;13;31;64
18/04/2012;14;36;61
18/04/2012;15;30;65
18/04/2012;16;32;65
18/04/2012;17;30;65
18/04/2012;18;32;59
18/04/2012;19;29;62
18/04/2012;20;33;61
18/04/2012;21;37;56
18/04/2012;22;37;55
18/04/2012;23;33;56
18/04/2012;24;30;54
19/04/2012;1;33;44
19/04/2012;2;24;55
19/04/2012;3;20;47
19/04/2012;4;24;42
19/04/2012;5;41;24
19/04/2012;6;52;n/d
19/04/2012;7;52;26
19/04/2012;8;32;45
19/04/2012;9;22;56
19/04/2012;10;21;63
19/04/2012;11;17;74
19/04/2012;12;15;71
19/04/2012;13;17;67
19/04/2012;14;17;67
19/04/2012;15;20;66
19/04/2012;16;21;64
19/04/2012;17;36;47
19/04/2012;18;35;50
19/04/2012;19;51;33
19/04/2012;20;52;30
19/04/2012;21;38;34
19/04/2012;22;46;25
19/04/2012;23;37;35
19/04/2012;24;31;40
20/04/2012;1;15;62
20/04/2012;2;17;57
20/04/2012;3;25;42
20/04/2012;4;30;32
20/04/2012;5;50;15
20/04/2012;6;62;10
20/04/2012;7;62;15
20/04/2012;8;56;19
20/04/2012;9;40;41
20/04/2012;10;26;60
20/04/2012;11;19;68
20/04/2012;12;14;77
20/04/2012;13;14;81
20/04/2012;14;14;83
20/04/2012;15;16;83
20/04/2012;16;21;77
20/04/2012;17;34;66
20/04/2012;18;38;63
20/04/2012;19;35;60
20/04/2012;20;42;54
20/04/2012;21;26;66
20/04/2012;22;30;55
20/04/2012;23;23;57
20/04/2012;24;18;64
21/04/2012;1;14;65
21/04/2012;2;11;76
21/04/2012;3;13;73
21/04/2012;4;19;63
21/04/2012;5;22;59
21/04/2012;6;21;57
21/04/2012;7;21;61
21/04/2012;8;19;66
21/04/2012;9;18;70
21/04/2012;10;18;73
21/04/2012;11;15;78
21/04/2012;12;14;77
21/04/2012;13;14;80
21/04/2012;14;16;74
21/04/2012;15;17;72
21/04/2012;16;19;73
21/04/2012;17;20;74
21/04/2012;18;20;72
21/04/2012;19;21;69
21/04/2012;20;28;64
21/04/2012;21;34;56
21/04/2012;22;31;59
21/04/2012;23;20;71
21/04/2012;24;24;67
22/04/2012;1;24;63
22/04/2012;2;15;69
22/04/2012;3;15;65
22/04/2012;4;17;60
22/04/2012;5;26;49
22/04/2012;6;31;42
22/04/2012;7;17;54
22/04/2012;8;15;65
22/04/2012;9;11;73
22/04/2012;10;10;77
22/04/2012;11;14;77
22/04/2012;12;13;80
22/04/2012;13;16;78
22/04/2012;14;12;86
22/04/2012;15;15;81
22/04/2012;16;15;83
22/04/2012;17;17;78
22/04/2012;18;20;75
22/04/2012;19;25;70
22/04/2012;20;29;64
22/04/2012;21;20;73
22/04/2012;22;28;64
22/04/2012;23;28;55
22/04/2012;24;19;60
23/04/2012;1;21;53
23/04/2012;2;19;55
23/04/2012;3;15;55
23/04/2012;4;24;43
23/04/2012;5;64;8
23/04/2012;6;61;14
23/04/2012;7;48;28
23/04/2012;8;34;48
23/04/2012;9;26;59
23/04/2012;10;24;60
23/04/2012;11;27;57
23/04/2012;12;25;62
23/04/2012;13;26;62
23/04/2012;14;31;50
23/04/2012;15;24;64
23/04/2012;16;27;67
23/04/2012;17;39;71
23/04/2012;18;35;61
23/04/2012;19;31;70
23/04/2012;20;31;67
23/04/2012;21;30;66
23/04/2012;22;23;67
23/04/2012;23;15;73
23/04/2012;24;13;71
24/04/2012;1;13;66
24/04/2012;2;21;55
24/04/2012;3;20;49
24/04/2012;4;21;47
24/04/2012;5;28;39
24/04/2012;6;44;24
24/04/2012;7;55;17
24/04/2012;8;38;36
24/04/2012;9;35;36
24/04/2012;10;36;46
24/04/2012;11;23;59
24/04/2012;12;21;51
24/04/2012;13;25;53
24/04/2012;14;27;57
24/04/2012;15;29;55
24/04/2012;16;23;68
24/04/2012;17;33;64
24/04/2012;18;27;77
24/04/2012;19;24;76
24/04/2012;20;40;54
24/04/2012;21;86;17
24/04/2012;22;108;0
24/04/2012;23;87;5
24/04/2012;24;47;40
25/04/2012;1;30;53
25/04/2012;2;26;49
25/04/2012;3;23;50
25/04/2012;4;28;46
25/04/2012;5;38;41
25/04/2012;6;36;44
25/04/2012;7;31;52
25/04/2012;8;31;53
25/04/2012;9;31;51
25/04/2012;10;31;50
25/04/2012;11;28;55
25/04/2012;12;24;59
25/04/2012;13;32;52
25/04/2012;14;37;44
25/04/2012;15;32;53
25/04/2012;16;29;57
25/04/2012;17;29;57
25/04/2012;18;26;67
25/04/2012;19;28;73
25/04/2012;20;21;79
25/04/2012;21;18;85
25/04/2012;22;19;80
25/04/2012;23;19;77
25/04/2012;24;15;78
26/04/2012;1;12;80
26/04/2012;2;13;78
26/04/2012;3;14;76
26/04/2012;4;22;68
26/04/2012;5;37;54
26/04/2012;6;42;n/d
26/04/2012;7;43;48
26/04/2012;8;38;52
26/04/2012;9;40;52
26/04/2012;10;34;57
26/04/2012;11;23;71
26/04/2012;12;20;76
26/04/2012;13;23;75
26/04/2012;14;22;84
26/04/2012;15;23;81
26/04/2012;16;25;77
26/04/2012;17;51;50
26/04/2012;18;36;59
26/04/2012;19;37;51
26/04/2012;20;38;45
26/04/2012;21;31;51
26/04/2012;22;31;48
26/04/2012;23;25;53
26/04/2012;24;21;56
27/04/2012;1;15;57
27/04/2012;2;14;63
27/04/2012;3;17;67
27/04/2012;4;26;62
27/04/2012;5;52;43
27/04/2012;6;63;38
27/04/2012;7;57;43
27/04/2012;8;49;51
27/04/2012;9;42;59
27/04/2012;10;33;71
27/04/2012;11;32;72
27/04/2012;12;23;84
27/04/2012;13;26;84
27/04/2012;14;20;89
27/04/2012;15;29;77
27/04/2012;16;30;83
27/04/2012;17;32;77
27/04/2012;18;29;76
27/04/2012;19;34;68
27/04/2012;20;36;60
27/04/2012;21;34;59
27/04/2012;22;18;79
27/04/2012;23;18;76
27/04/2012;24;18;74
28/04/2012;1;19;65
28/04/2012;2;16;65
28/04/2012;3;13;63
28/04/2012;4;13;57
28/04/2012;5;21;39
28/04/2012;6;31;31
28/04/2012;7;37;27
28/04/2012;8;37;28
28/04/2012;9;33;27
28/04/2012;10;39;23
28/04/2012;11;49;16
28/04/2012;12;44;22
28/04/2012;13;37;26
28/04/2012;14;53;12
